X-Coordinates	Y-Coordinates
761.80721	480.00043
649.47374	488.55422
872.92466	334.04857
854.94341	318.46735
674.57435	266.93021
718.81449	302.89944
786.54844	103.49143
625.42858	251.29888
751.86663	486.17585
814.5806	303.76509
763.5315	175.64501
736.65913	106.69532
726.93999	122.43407
669.47578	231.24926
660.46695	272.8543
682.34283	473.38639
703.27611	202.1456
803.86162	78.03263
608.47912	285.43758
643.88251	281.38695
690.49053	470.93288
739.49727	122.14785
771.23424	96.48062
709.95956	519.15461
738.41019	478.70086
831.89524	205.45323
716.5997	519.1958
764.97944	109.18147
706.82911	281.45049
771.53593	114.66722
590.72534	293.21191
683.05496	460.41685
691.39418	258.2108
881.77245	339.22923
919.26948	373.22733
776.76691	117.20004
653.30975	137.14699
678.07329	170.74755
674.11667	377.12229
644.13964	351.90875
657.8078	479.12176
758.4473	435.63745
777.4532	-22.90646
830.20773	313.12278
750.99683	262.2894
870.56387	328.03829
877.71816	341.00164
790.09988	83.5847
682.91088	479.55187
680.96306	476.94806
802.26496	72.31774
734.197	126.57327
748.54457	131.58719
775.67556	-11.91387
708.69186	519.22603
794.94402	46.17201
780.05588	133.58034
657.71913	485.11178
884.34194	351.95519
